endTime,artistName,trackName,msPlayed
2021-11-18 23:02,"Tyler, The Creator","GONE, GONE / THANK YOU",375386
2021-11-18 23:05,"Tyler, The Creator",I DON'T LOVE YOU ANYMORE,161200
2021-11-18 23:09,"Tyler, The Creator",ARE WE STILL FRIENDS?,265480
2021-11-18 23:12,"Tyler, The Creator",IGOR'S THEME,200693
2021-11-18 23:16,"Tyler, The Creator",EARFQUAKE,190066
2021-11-18 23:19,"Tyler, The Creator",I THINK,212013
2021-11-18 23:19,"Tyler, The Creator",EXACTLY WHAT YOU RUN FROM YOU END UP CHASING,14626
2021-11-18 23:22,"Tyler, The Creator",RUNNING OUT OF TIME,177226
2021-11-18 23:26,"Tyler, The Creator",NEW MAGIC WAND,195320
2021-11-18 23:37,"Tyler, The Creator",A BOY IS A GUN*,109686
2021-11-19 06:52,Trippie Redd,Molly Hearts,162960
2021-11-19 06:55,Trippie Redd,MP5 (feat. SoFaygo),160000
2021-11-19 06:57,Trippie Redd,Finish Line,142654
2021-11-19 07:00,Trippie Redd,Holy Smokes (feat. Lil Uzi Vert),181714
2021-11-19 07:03,Trippie Redd,Super Cell,161027
2021-11-19 07:07,Trippie Redd,Miss The Rage (feat. Playboi Carti),236883
2021-11-19 07:09,Trippie Redd,Supernatural,140832
2021-11-19 07:12,Trippie Redd,Demon Time (feat. Ski Mask The Slump God),159452
2021-11-19 07:15,Trippie Redd,Matt Hardy 999 (feat. Juice WRLD),188025
2021-11-19 07:17,Trippie Redd,Vibes,124060
2021-11-19 07:20,Trippie Redd,New Money,144009
2021-11-19 07:22,Trippie Redd,Danny Phantom (feat. XXXTENTACION),136377
2021-11-19 07:24,Trippie Redd,Space Time,119957
2021-11-19 07:28,Trippie Redd,Baki,147096
2021-11-19 07:30,Trippie Redd,iPhone,121700
2021-11-19 07:34,Trippie Redd,Rich MF (feat. Polo G & Lil Durk),247714
2021-11-19 07:38,Trippie Redd,"Captain Crunch (feat. Sada Baby, Babyface Ray, & Icewear Vezzo)",250065
2021-11-19 07:41,Trippie Redd,Molly Hearts,162960
2021-11-19 07:44,Trippie Redd,MP5 (feat. SoFaygo),160000
2021-11-19 07:46,Trippie Redd,Finish Line,142654
2021-11-19 07:49,Trippie Redd,Holy Smokes (feat. Lil Uzi Vert),181714
2021-11-19 07:52,Trippie Redd,Super Cell,161027
2021-11-19 07:56,Trippie Redd,Miss The Rage (feat. Playboi Carti),236883
2021-11-19 07:58,Trippie Redd,Supernatural,140832
2021-11-19 08:01,Trippie Redd,Demon Time (feat. Ski Mask The Slump God),159452
2021-11-19 08:01,Trippie Redd,Matt Hardy 999 (feat. Juice WRLD),35898
2021-11-19 08:04,Lil Darkie,POSTED IN THE DVRK,155000
2021-11-19 08:06,Lil Darkie,DARK,120000
2021-11-19 08:08,Lil Darkie,RED ACID,136999
2021-11-19 08:13,Lil Darkie,TALK SHIT,241000
2021-11-19 08:15,Lil Darkie,LIL DARK SAMBO,163000
2021-11-19 08:17,Lil Darkie,OLD SOUL,135605
2021-11-19 08:20,Lil Darkie,FUCK YOURSELF,139625
2021-11-19 08:24,Lil Darkie,DON'T TREAD ON ME,274414
2021-11-19 08:26,Lil Darkie,SHOOT PEOPLE YOU DON'T LIKE,120000
2021-11-19 08:29,Lil Darkie,NICSICK,127478
2021-11-19 08:30,Lil Darkie,NO HANDS,105084
2021-11-19 08:30,Lil Darkie,KALI MA!,5938
2021-11-19 08:40,Lil Darkie,BIG WAR,577481
2021-11-19 08:43,Lil Darkie,POSTED IN THE DVRK,155000
2021-11-19 08:44,Lil Darkie,DARK,41076
2021-11-19 08:55,Fukkit,"Snake, Are You Okay?!",85333
2021-11-19 14:18,Fukkit,"Snake, Are You Okay?!",25406
2021-11-19 14:20,Fukkit,Baker Has a Deathwish,116000
2021-11-19 14:22,Fukkit,Sic,134216
2021-11-19 14:25,Fukkit,Really,170666
2021-11-19 14:27,Fukkit,Doing Acid With Alex Jones,127995
2021-11-19 14:29,Fukkit,Repeat,122080
2021-11-19 14:31,Fukkit,Lights Out,108000
2021-11-19 14:32,Fukkit,Serpents,88727
2021-11-19 14:35,Fukkit,Pathfinder,132537
2021-11-19 14:39,Fukkit,Darts,129200
2021-11-19 14:41,Fukkit,Cold June,121714
2021-11-19 14:43,Fukkit,Smithy,85217
2021-11-19 14:45,Fukkit,"Snake, Are You Okay?!",109790
2021-11-19 14:47,Fukkit,Baker Has a Deathwish,116000
2021-11-19 14:49,Fukkit,Sic,134216
2021-11-19 14:49,Fukkit,Really,37642
2021-11-19 14:52,Fukkit,Flash Bang,145624
2021-11-19 14:55,Fukkit,30,160497
2021-11-19 14:59,Fukkit,1punch,210327
2021-11-19 15:00,Fukkit,Kiwi,91023
2021-11-19 15:03,XZARKHAN,Ragnarok,138000
2021-11-19 15:05,Fukkit,Deadpool,127664
2021-11-19 15:06,Fukkit,Mincemeat,101634
2021-11-19 15:09,Fukkit,Toe Tags & Broken Skulls,125992
2021-11-19 15:11,Spyrosocold,Multiply,125667
2021-11-19 15:13,Fukkit,Fly (On the Wall),116557
2021-11-19 15:15,Fukkit,Tech Deck,138750
2021-11-19 15:17,Fukkit,Anthem,109692
2021-11-19 15:18,Fukkit,Nerves,86240
2021-11-19 15:20,Kay P,MEAN MUGG,130915
2021-11-19 15:22,Fukkit,"just shut the f*** up for once, please... holy s***",91428
2021-11-19 15:23,Fukkit,Repeat,43495
2021-11-19 21:17,Playboi Carti,Rockstar Made,193562
2021-11-19 21:19,Playboi Carti,Go2DaMoon (feat. Kanye West),119723
2021-11-19 21:30,Playboi Carti,Stop Breathing,56433
2021-11-19 22:47,Playboi Carti,Stop Breathing,157133
2021-11-19 22:50,Playboi Carti,Long Time - Intro,211767
2021-11-19 22:53,Playboi Carti,R.I.P.,192026
2021-11-19 22:56,Playboi Carti,Lean 4 Real (feat. Skepta),177026
2021-11-19 22:59,Playboi Carti,Old Money,135546
2021-11-19 23:02,Playboi Carti,Love Hurts (feat. Travis Scott),180559
2021-11-19 23:04,Playboi Carti,Shoota (feat. Lil Uzi Vert),153800
2021-11-19 23:08,Playboi Carti,Right Now (feat. Pi'erre Bourne),207013
2021-11-19 23:12,Playboi Carti,Poke It Out (with Nicki Minaj),269770
2021-11-19 23:15,Playboi Carti,Home (KOD),162123
2021-11-19 23:21,Playboi Carti,Fell In Luv (feat. Bryson Tiller),206333
2021-11-19 23:23,Playboi Carti,Foreign,142893
2021-11-19 23:31,Playboi Carti,Pull Up,216364
2021-11-19 23:33,Playboi Carti,Mileage (feat. Chief Keef),149760
2021-11-19 23:37,Playboi Carti,FlatBed Freestyle,193973
2021-11-19 23:40,Playboi Carti,No Time (feat. Gunna),219453
2021-11-19 23:43,Playboi Carti,Middle Of The Summer (feat. Red Coldhearted),137026
2021-11-19 23:46,Playboi Carti,Choppa Won't Miss (feat. Young Thug),217943
2021-11-19 23:49,Playboi Carti,R.I.P. Fredo (feat. Young Nudy) - Notice Me,161194
2021-11-19 23:51,Playboi Carti,Top (feat. Pi'erre Bourne),133005
2021-11-19 23:55,Playboi Carti,Long Time - Intro,211767
2021-11-19 23:58,Playboi Carti,R.I.P.,192026
2021-11-20 00:01,Playboi Carti,Lean 4 Real (feat. Skepta),177026
2021-11-20 00:03,Playboi Carti,Old Money,135546
2021-11-20 00:06,Playboi Carti,Love Hurts (feat. Travis Scott),180559
2021-11-20 00:09,Playboi Carti,Shoota (feat. Lil Uzi Vert),153800
2021-11-20 00:12,Playboi Carti,Right Now (feat. Pi'erre Bourne),207013
2021-11-20 00:17,Playboi Carti,Poke It Out (with Nicki Minaj),269813
2021-11-20 00:19,Playboi Carti,Home (KOD),162123
2021-11-20 00:29,Playboi Carti,Fell In Luv (feat. Bryson Tiller),10699
2021-11-20 07:44,Playboi Carti,Fell In Luv (feat. Bryson Tiller),195705
2021-11-20 07:46,Playboi Carti,Foreign,142893
2021-11-20 07:50,Playboi Carti,Pull Up,216400
2021-11-20 07:52,Playboi Carti,Mileage (feat. Chief Keef),149760
2021-11-20 07:55,Playboi Carti,FlatBed Freestyle,193973
2021-11-20 07:59,Playboi Carti,No Time (feat. Gunna),219453
2021-11-20 08:01,Playboi Carti,Middle Of The Summer (feat. Red Coldhearted),137026
2021-11-20 08:05,Playboi Carti,Choppa Won't Miss (feat. Young Thug),217943
2021-11-20 08:08,Playboi Carti,R.I.P. Fredo (feat. Young Nudy) - Notice Me,161194
2021-11-20 08:10,Playboi Carti,Top (feat. Pi'erre Bourne),133005
2021-11-20 08:13,Playboi Carti,Long Time - Intro,211767
2021-11-20 08:17,Playboi Carti,R.I.P.,192026
2021-11-20 08:19,Playboi Carti,Lean 4 Real (feat. Skepta),15687
2021-11-20 08:22,Playboi Carti,Sky,193234
2021-11-20 08:26,Trippie Redd,Miss The Rage (feat. Playboi Carti),236883
2021-11-20 08:29,Playboi Carti,Fell In Luv (feat. Bryson Tiller),206333
2021-11-20 08:32,Playboi Carti,Shoota (feat. Lil Uzi Vert),153800
2021-11-20 08:35,Trippie Redd,Miss The Rage (feat. Playboi Carti),3710
2021-11-20 08:35,Playboi Carti,Magnolia,181812
2021-11-20 08:37,Playboi Carti,Vamp Anthem,124088
2021-11-20 08:40,Playboi Carti,Location,168764
2021-11-20 08:43,Mustard,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",174100
2021-11-20 08:45,Playboi Carti,ILoveUIHateU,135122
2021-11-20 08:48,Playboi Carti,R.I.P.,192026
2021-11-20 08:52,Playboi Carti,wokeuplikethis*,235535
2021-11-20 08:55,Drake,Pain 1993 (with Playboi Carti),149073
2021-11-20 08:58,Playboi Carti,Stop Breathing,218943
2021-11-20 09:02,Playboi Carti,Long Time - Intro,211767
2021-11-20 09:06,Playboi Carti,Flex,240459
2021-11-20 09:10,Lil Yachty,Get Dripped (feat. Playboi Carti),227568
2021-11-20 09:13,Playboi Carti,Rockstar Made,193562
2021-11-20 09:16,Playboi Carti,FlatBed Freestyle,193973
2021-11-20 09:21,Playboi Carti,Yah Mean,165642
2021-11-20 09:25,Lana Del Rey,Summer Bummer (feat. A$AP Rocky & Playboi Carti),218928
2021-11-20 09:28,JPEGMAFIA,"Jesus Forgive Me, I Am A Thot",156533
2021-11-20 09:31,JPEGMAFIA,Kenan Vs. Kel,181113
2021-11-20 09:34,JPEGMAFIA,Beta Male Strategies,198008
2021-11-20 09:35,JPEGMAFIA,JPEGMAFIA TYPE BEAT,54929
2021-11-20 09:38,JPEGMAFIA,Grimy Waifu,175201
2021-11-20 09:40,JPEGMAFIA,PTSD,148396
2021-11-20 09:43,JPEGMAFIA,Rap Grow Old & Die x No Child Left Behind,167572
2021-11-20 09:47,JPEGMAFIA,All My Heroes Are Cornballs,203804
2021-11-20 09:48,JPEGMAFIA,BBW,96081
2021-11-20 09:51,JPEGMAFIA,PRONE!,162000
2021-11-20 09:51,JPEGMAFIA,"Lifes Hard, Here's A Song About Sorrel",30856
2021-11-20 17:06,JPEGMAFIA,"Lifes Hard, Here's A Song About Sorrel",30771
2021-11-20 17:08,JPEGMAFIA,Thot Tactics,170360
2021-11-20 17:12,JPEGMAFIA,Free The Frail,210569
2021-11-20 17:16,JPEGMAFIA,Post Verified Lifestyle,215470
2021-11-20 17:17,JPEGMAFIA,BasicBitchTearGas,75969
2021-11-20 17:19,JPEGMAFIA,DOTS FREESTYLE REMIX,127604
2021-11-20 17:20,JPEGMAFIA,BUTTERMILK JESUS TYPE BEAT,69261
2021-11-20 17:24,JPEGMAFIA,Papi I Missed U,242175
2021-11-20 17:27,JPEGMAFIA,"Jesus Forgive Me, I Am A Thot",156533
2021-11-20 17:30,JPEGMAFIA,Kenan Vs. Kel,181113
2021-11-20 17:33,JPEGMAFIA,Beta Male Strategies,198008
2021-11-20 17:34,JPEGMAFIA,JPEGMAFIA TYPE BEAT,54929
2021-11-20 17:37,JPEGMAFIA,Grimy Waifu,175201
2021-11-20 17:40,JPEGMAFIA,PTSD,148396
2021-11-20 17:42,JPEGMAFIA,Rap Grow Old & Die x No Child Left Behind,153785
2021-11-21 07:19,Jadeci,ITAMI,131705
2021-11-21 07:25,Kanye West,Life Of The Party (with André 3000),391656
2021-11-21 07:28,$atori Zoom,BOMBAY,139354
2021-11-21 07:30,Lil Boodang,BABY O AGAINST THE WORLD,115200
2021-11-21 07:33,Otis McDonald,Hurry,175404
2021-11-21 07:35,Kay P,Haters,120002
2021-11-21 11:05,Kay P,Haters,180042
2021-11-21 11:07,Pharmacist,Milky Way,126109
2021-11-21 11:09,Fukkit,Signal,125988
2021-11-21 11:11,Afourteen,PULE,130961
2021-11-21 11:13,CHRIST DILLINGER,DONALD TRUMP,89398
2021-11-21 11:17,KillKxi,TAKE LIVES,103978
2021-11-21 11:18,Dovahnoface,Couldn't Imagine,76348
2021-11-21 11:19,ONI INC.,"I, GIORNO GIOVANNA",4109
2021-11-21 11:20,ONI INC.,"I, GIORNO GIOVANNA",0
2021-11-21 11:20,Dovahnoface,Couldn't Imagine,76348
2021-11-21 11:22,nascar aloe,FEET!,85577
2021-11-21 11:23,nascar aloe,AMERICAN WASTELAND,90594
2021-11-21 11:25,nascar aloe,SPMO!,113779
2021-11-21 11:27,nascar aloe,FED UP!,127984
2021-11-21 11:29,nascar aloe,I Don't Dance!,102122
2021-11-21 11:31,nascar aloe,I Throw A Fit,114057
2021-11-21 11:33,nascar aloe,Heaven,112927
2021-11-21 11:36,nascar aloe,Suicide Note,165466
2021-11-21 11:39,nascar aloe,DEGENERATE FUCK,25880
2021-11-21 11:39,Jasiah,Unintelligible (feat. nascar aloe),198234
2021-11-21 11:43,nascar aloe,DEGENERATE FUCK,36054
2021-11-21 11:44,nascar aloe,most wanted,94692
2021-11-21 11:46,nascar aloe,death note,101142
2021-11-21 11:47,nascar aloe,draws,98593
2021-11-21 11:49,nascar aloe,ass kickers on!,102447
2021-11-21 11:50,nascar aloe,up n' stuck,80470
2021-11-21 11:52,nascar aloe,lethal inject,113129
2021-11-21 11:55,nascar aloe,knife fight,140667
2021-11-21 11:57,nascar aloe,burn,108800
2021-11-21 11:58,nascar aloe,sirens (Bonus),88980
2021-11-21 12:00,nascar aloe,Find Me,114233
2021-11-21 12:03,nascar aloe,Stupid,174602
2021-11-21 12:05,nascar aloe,Pissed Off,118117
2021-11-21 12:07,nascar aloe,Ego,120084
2021-11-21 12:09,nascar aloe,Violence,115915
2021-11-21 12:12,nascar aloe,Everything/The End,186017
2021-11-21 12:16,Jasiah,Unintelligible (feat. nascar aloe),198234
2021-11-21 12:19,BurnKas,CRASH N BURN,160729
2021-11-21 12:20,nascar aloe,Hi,54148
2021-11-21 12:22,nascar aloe,Abyss,127616
2021-11-21 12:24,nascar aloe,Dysfunctional,128036
2021-11-21 12:26,nascar aloe,Torso,95435
2021-11-21 12:28,Travis Barker,Dogshit,139599
2021-11-21 12:30,nascar aloe,Angel Dust,83112
2021-11-21 12:31,nascar aloe,Fist Fight,75861
2021-11-21 12:32,nascar aloe,IRAQ (IWRECK),76235
2021-11-21 12:34,nascar aloe,WTF2x,112943
2021-11-21 12:36,nascar aloe,GENOCIDE,101286
2021-11-21 12:38,nascar aloe,ALL I WANT IN LIFE,113667
2021-11-21 12:39,nascar aloe,FREDDY KRUEGER FREESTYLE,89281
2021-11-21 12:41,nascar aloe,Heaven Part 2,131840
2021-11-21 12:52,nascar aloe,SFM,25677
2021-11-22 09:02,nascar aloe,SFM,87459
2021-11-22 09:04,nascar aloe,Dark Souls,119398
2021-11-22 09:06,nascar aloe,Mickey,134608
2021-11-22 09:08,nascar aloe,Sinister,94354
2021-11-22 09:10,nascar aloe,Went to Sleep Like Dis *,124088
2021-11-22 09:11,nascar aloe,Signing Off,81364
2021-11-22 09:13,nascar aloe,FEET!,85577
2021-11-22 09:14,nascar aloe,AMERICAN WASTELAND,90594
2021-11-22 09:16,nascar aloe,SPMO!,113779
2021-11-22 09:18,nascar aloe,FED UP!,127984
2021-11-22 09:20,nascar aloe,I Don't Dance!,102122
2021-11-22 09:22,nascar aloe,I Throw A Fit,114057
2021-11-22 09:24,nascar aloe,Heaven,112927
2021-11-22 09:27,nascar aloe,Suicide Note,165466
2021-11-22 09:30,Jasiah,Unintelligible (feat. nascar aloe),198234
2021-11-22 09:31,nascar aloe,DEGENERATE FUCK,61935
2021-11-22 09:33,nascar aloe,most wanted,94692
2021-11-22 09:34,nascar aloe,death note,101142
2021-11-22 09:36,nascar aloe,draws,96502
2021-11-22 10:01,clipping.,Say the Name,299585
2021-11-22 10:06,clipping.,Nothing is Safe,297249
2021-11-22 10:08,clipping.,Story 2,132030
2021-11-22 10:11,clipping.,'96 Neve Campbell,201225
2021-11-22 10:15,clipping.,Check the Lock,217322
2021-11-22 10:15,clipping.,Chapter 319,2093
2021-11-22 10:19,clipping.,Wriggle,244089
2021-11-22 10:24,clipping.,Body & Blood,268372
2021-11-22 10:28,clipping.,Blood of the Fang,279848
2021-11-22 10:32,clipping.,Shooter,209133
2021-11-22 10:36,clipping.,Inside Out,215666
2021-11-22 10:40,clipping.,Air 'Em Out,230482
2021-11-22 10:44,clipping.,Run for Your Life,292433
2021-11-22 10:47,clipping.,Something Underneath,155661
2021-11-22 10:48,clipping.,All Black,71493
2021-11-22 10:50,Zotiyac,Dome Cum,132322
2021-11-22 10:52,Zotiyac,Jungle Book Freestyle,120933
2021-11-22 10:55,Zotiyac,U Not In Heaven,132426
2021-11-22 10:57,Zotiyac,Gas Only,139693
2021-11-22 10:59,Zotiyac,Smoke Niggaz,96005
2021-11-22 11:01,Zotiyac,FMJ FREESTYLE,166601
2021-11-22 11:04,Zotiyac,Five Ohh Freestyle,133732
2021-11-22 11:06,Zotiyac,Popped Em Still,126313
2021-11-22 11:09,Zotiyac,Apollo 9,133810
2021-11-22 11:12,Zotiyac,VERN (RIP) FREESTYLE,163467
2021-11-22 11:16,Zotiyac,Born Killer 2,218451
2021-11-22 11:17,Zotiyac,5k Freestyle,94920
2021-11-22 11:20,Zotiyac,Licc Hoe$,187242
2021-11-22 11:23,Zotiyac,Ether,160560
2021-11-22 11:25,Zotiyac,Air Headz,143952
2021-11-22 11:28,Zotiyac,Blocka,141353
2021-11-22 11:30,Zotiyac,CPR 2,153098
2021-11-22 11:32,Zotiyac,Fuckd Up,126942
2021-11-22 11:45,Zotiyac,Harder,130090
2021-11-22 13:59,Zotiyac,Harder,48424
2021-11-22 14:02,Zotiyac,London Lipton,135257
2021-11-22 14:04,Zotiyac,Marvelous,129370
2021-11-22 14:09,Zotiyac,Slidin',158150
2021-11-22 14:12,Zotiyac,Animal,172418
2021-11-22 14:14,Zotiyac,Ulysses,90733
2021-11-22 14:16,Zotiyac,Hitta Freestyle,148732
2021-11-22 14:28,Zotiyac,Upstairs,105231
2021-11-22 17:54,Afourteen,Somniphobia,362587
2021-11-22 17:58,Afourteen,Suburban Sociopath,234794
2021-11-22 18:01,Afourteen,Alfredo,169397
2021-11-22 18:01,Afourteen,Bars FAT,4764
2021-11-22 18:04,Afourteen,Chemical Head,186829
2021-11-22 18:06,Afourteen,HALLOWEEN SUICIDE,144000
2021-11-22 18:08,Afourteen,Breathe Again,89163
2021-11-22 18:10,Afourteen,MURDER SUSPECT,144104
2021-11-22 18:12,Afourteen,THE SQUIRRELS ARE ON FIRE,69336
2021-11-22 18:14,Afourteen,SHUC,171219
2021-11-22 18:16,Afourteen,AUDIBLE HEROIN,112604
2021-11-22 18:18,Afourteen,BILL CIPHER ON METH,112464
2021-11-22 18:20,Afourteen,KETAMINE KEITH,90652
2021-11-22 18:23,Afourteen,MINIGUN MARVIN,200479
2021-11-22 18:25,Afourteen,METAMORPHIS STIMULATION,150178
2021-11-22 18:39,Afourteen,VOLKSWAGEN GOLF,206287
2021-11-22 18:43,Afourteen,NEWPORT NERMAN,280620
2021-11-22 18:45,Afourteen,Dirtbag,94725
2021-11-22 18:47,Afourteen,Schmuck,108299
2021-11-22 18:49,Afourteen,Malistaire,124948
2021-11-22 18:52,Afourteen,Vicodin Faggot,189847
2021-11-22 18:54,Afourteen,Grunts,138763
2021-11-22 18:57,Afourteen,Dumpster,135373
2021-11-22 19:07,Afourteen,Chicken Dance,37879
2021-11-23 05:04,Afourteen,Chicken Dance,78453
2021-11-23 05:06,Afourteen,Learn 2 Live,108995
2021-11-23 05:07,Afourteen,Care I Give,90641
2021-11-23 05:10,Afourteen,Asinine,144452
2021-11-23 05:11,Afourteen,Dexy,90041
2021-11-23 05:15,Afourteen,Clementine,226442
2021-11-23 05:16,Afourteen,Skeng,96212
2021-11-23 05:20,Afourteen,Ruffian,194908
2021-11-23 05:21,Afourteen,Smonk,85224
2021-11-23 05:23,Freddie Dredd,GTG,93893
2021-11-23 05:26,Freddie Dredd,Cha Cha,173918
2021-11-23 05:27,Freddie Dredd,Weather,111271
2021-11-23 05:30,Freddie Dredd,All Alone,174243
2021-11-23 05:32,Freddie Dredd,WTH,99800
2021-11-23 05:36,Freddie Dredd,Opaul,140526
2021-11-23 05:39,Freddie Dredd,Killin' On Demand,129196
2021-11-23 05:41,Freddie Dredd,Evil Fantasy,114128
2021-11-23 05:43,Haarper,Wtf U Mean,118034
2021-11-23 05:44,Freddie Dredd,Abuse,81266
2021-11-23 05:47,Freddie Dredd,Oh Darling (feat. Soudiere),144011
2021-11-23 05:48,Freddie Dredd,Repo,100675
2021-11-23 05:51,Savage Ga$p,pumpkins scream in the dead of night (remix) [feat. Freddie Dredd],148819
2021-11-23 05:53,Freddie Dredd,Endless Sea,153652
2021-11-23 05:56,Freddie Dredd,Redrum,141593
2021-11-23 05:58,Freddie Dredd,METÀ VITA,122880
2021-11-23 06:00,Freddie Dredd,Darko,108995
2021-11-23 06:01,Freddie Dredd,Snake,73887
2021-11-23 06:03,Freddie Dredd,Devine,145892
2021-11-23 06:05,Freddie Dredd,On Me,98664
2021-11-23 06:06,Freddie Dredd,Stunna,87785
2021-11-23 06:09,Freddie Dredd,I'm a Murderer,129104
2021-11-23 06:10,Freddie Dredd,Crown,92447
2021-11-23 06:12,Freddie Dredd,Viva Nao Mais,124228
2021-11-23 06:14,Freddie Dredd,Necklace,111364
2021-11-23 06:15,Freddie Dredd,What You Know,82285
2021-11-23 06:18,Freddie Dredd,Moving to America,156039
2021-11-23 06:29,Freddie Dredd,Hate Your Guts,43108
2021-11-23 07:07,Freddie Dredd,Hate Your Guts,15857
2021-11-23 07:10,Evan the Red Headed,I'm Not Good at Sports,140042
2021-11-23 07:13,clipping.,The Show,184853
2021-11-23 07:14,Afourteen,Tonsil,101046
2021-11-23 07:16,Freddie Dredd,Waste,84976
2021-11-23 07:17,nascar aloe,up n' stuck,80470
2021-11-23 07:20,ImDontai,Balls in My Face,147614
2021-11-23 07:23,83HADES,MASS EXTINCTION,198235
2021-11-23 07:26,ONI INC.,BACKSTAB,192050
2021-11-23 07:28,JKER,CANT HAVE IT,127111
2021-11-23 07:33,JPEGMAFIA,Does This Ski Mask Make Me Look Fat?,267929
2021-11-23 07:35,CutThroatCrew,Rip Back,133642
2021-11-23 07:37,LXXIV,I Am Your God,92316
2021-11-23 07:38,Freddie Dredd,Stunna,87785
2021-11-23 07:42,Kamiyada+,RETRIBUTION,206473
2021-11-23 07:44,XZARKHAN,Jungle Klipped (feat. ZillaKami),130063
2021-11-23 07:45,$ubjectz,WAR-PAINT,85714
2021-11-23 07:48,Ethan Ross,I'm Serious,175500
2021-11-23 07:51,PE$O PETE,"Thunderclap and Flash, Sixfold",149808
2021-11-23 07:54,Cemetery Drive,FALCO,168002
2021-11-23 07:58,Lil Darkie,SWAMP,270882
2021-11-23 08:01,Auxxk,Short Stock,161665
2021-11-23 08:03,Sinizter,MAX PAYNE,121162
2021-11-23 08:04,NYCL KAI,Incredible (feat. ZillaKami and $NOT),87874
2021-11-23 08:07,Lil Darkie,SLUTS WIT NUTS,177000
2021-11-23 08:11,OCD,Hearse Trip,219024
2021-11-23 08:13,SpotemGottem,Beat Box,88220
2021-11-23 08:18,SpotemGottem,Dirty Diana,6223
2021-11-23 08:18,SpotemGottem,Beat Box 4 (with NLE Choppa),212026
2021-11-23 08:21,SpotemGottem,Beat Box 3 (feat. DaBaby),200424
2021-11-23 08:24,SpotemGottem,Beat Box 2 (feat. Pooh Shiesty),181070
2021-11-23 08:28,SpotemGottem,Beat Box (feat. Young M.A) - Freestyle,209931
2021-11-23 08:29,SpotemGottem,Beat Box,110497
2021-11-23 08:30,SpotemGottem,Beat Box 3 (feat. DaBaby),9091
2021-11-23 08:32,SpotemGottem,SRT,150884
2021-11-23 08:34,SpotemGottem,Sosa Flow,134673
2021-11-23 08:37,SpotemGottem,Beat Box 5 (feat. Polo G),188036
2021-11-23 08:38,SpotemGottem,Blick-A-Thon (feat. Jackboy),10752
2021-11-23 08:39,SpotemGottem,Killers On They Shit,72768
2021-11-23 08:41,DaBaby,Ball If I Want To,112525
2021-11-23 08:44,DaBaby,Red Light Green Light,159082
2021-11-23 08:46,DaBaby,BOP,159708
2021-11-23 08:48,DaBaby,ROOF,94506
2021-11-23 08:51,DaBaby,Lonely (with Lil Wayne),154414
2021-11-23 08:54,DaBaby,LEVELS (feat. Kodak Black),156115
2021-11-23 08:57,DaBaby,Masterpiece,181714
2021-11-23 08:58,DaBaby,DRAWS,63716
2021-11-23 09:00,DaBaby,PEEP HOLE,136581
2021-11-23 09:03,DaBaby,NO DRIBBLE (with Stunna 4 Vegas),163609
2021-11-23 09:06,DaBaby,ROCKSTAR (feat. Roddy Ricch) - BLM REMIX,204546
2021-11-23 09:10,DaBaby,JUMP (feat. YoungBoy Never Broke Again),212092
2021-11-23 09:13,Camila Cabello,My Oh My (feat. DaBaby),170746
2021-11-23 09:16,Lil Yachty,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),206702
2021-11-23 09:18,DaBaby,FIND MY WAY,139878
2021-11-23 09:21,DaBaby,VIBEZ,144935
2021-11-23 09:33,SpotemGottem,Beat Box 3 (feat. DaBaby),132807
2021-11-23 13:49,SpotemGottem,Beat Box 3 (feat. DaBaby),67917
2021-11-23 13:52,DaBaby,Suge,163320
2021-11-23 13:55,Post Malone,Enemies (feat. DaBaby),79366
2021-11-23 13:57,JPEGMAFIA,"Jesus Forgive Me, I Am A Thot",156533
2021-11-23 14:00,JPEGMAFIA,Kenan Vs. Kel,181113
2021-11-23 14:03,JPEGMAFIA,Beta Male Strategies,198008
2021-11-23 14:04,JPEGMAFIA,JPEGMAFIA TYPE BEAT,54929
2021-11-23 14:07,JPEGMAFIA,Grimy Waifu,175201
2021-11-23 14:10,JPEGMAFIA,PTSD,148396
2021-11-23 14:13,JPEGMAFIA,Rap Grow Old & Die x No Child Left Behind,167572
2021-11-23 14:24,JPEGMAFIA,All My Heroes Are Cornballs,47000
2021-11-23 16:36,JPEGMAFIA,All My Heroes Are Cornballs,157083
2021-11-23 16:37,JPEGMAFIA,BBW,96081
2021-11-23 16:40,JPEGMAFIA,PRONE!,162000
2021-11-23 16:41,JPEGMAFIA,"Lifes Hard, Here's A Song About Sorrel",61625
2021-11-23 16:44,JPEGMAFIA,Thot Tactics,170360
2021-11-23 16:47,JPEGMAFIA,Free The Frail,210569
2021-11-23 16:51,JPEGMAFIA,Post Verified Lifestyle,208988
2021-11-23 16:54,Trippie Redd,Molly Hearts,162960
2021-11-23 16:56,Trippie Redd,MP5 (feat. SoFaygo),160000
2021-11-23 16:59,Trippie Redd,Finish Line,142654
2021-11-23 17:02,Trippie Redd,Holy Smokes (feat. Lil Uzi Vert),181714
2021-11-23 17:04,Trippie Redd,Super Cell,161027
2021-11-23 17:08,Trippie Redd,Miss The Rage (feat. Playboi Carti),236883
2021-11-23 17:11,Trippie Redd,Supernatural,140832
2021-11-23 17:13,Trippie Redd,Demon Time (feat. Ski Mask The Slump God),159452
